_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,airline_sentiment,airline_sentiment:confidence,negativereason,negativereason:confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
681457322,FALSE,finalized,3,2/25/15 2:45,negative,1,Customer Service Issue,0.6383,Delta,,skenniston,,0,@JetBlue service getting worse and worse. Plane can't fly waiting on a 2nd aircraft. So much for planning.,"[42.3658858, -71.01423374]",2/24/15 3:31,5.70184E+17,"Boston, MA",Eastern Time (US & Canada)
681457323,FALSE,finalized,3,2/25/15 6:48,positive,0.6737,,,Delta,,kbosspotter,,0,@JetBlue haha. TY. Do you know what time that lane opens at Logan?,,2/24/15 3:12,5.70179E+17,Logan International Airport,Atlantic Time (Canada)
681457325,FALSE,finalized,3,2/25/15 10:01,neutral,1,,,Delta,,DontenPhoto,,0,"@JetBlue Flight 1447 (N351JB) ""JBLU"" arrives at @FlyTPA following flight from Westchester County Airport http://t.co/xX2M2jxQep",,2/24/15 2:53,5.70175E+17,"Englewood, Florida",Eastern Time (US & Canada)
681457327,FALSE,finalized,3,2/25/15 4:52,negative,1,Customer Service Issue,0.6872,Delta,,kerifischer,,0,@JetBlue no seat assignment 5 mins before a flight...line 20 people deep. Guess I'm sitting with the baggage? @MarinaDomine,,2/24/15 2:47,5.70173E+17,"Fort Lauderdale, FL",Central Time (US & Canada)
681457328,FALSE,finalized,3,2/25/15 9:58,neutral,1,,,Delta,,peteiuvara,,0,"@JetBlue here we go again, 2nd round trip to CA in a week #TrueBlue",,2/24/15 2:27,5.70168E+17,New York,Eastern Time (US & Canada)
681457330,FALSE,finalized,3,2/25/15 3:32,positive,0.6554,,,Delta,,BonnieBitchh,,0,@JetBlue sure is _ЩХЄ,,2/24/15 0:24,5.70137E+17,NYC ,Central Time (US & Canada)
681457332,FALSE,finalized,3,2/25/15 7:39,neutral,1,,,Delta,,Ledermuller,,3,@JetBlue wants Customs at Long Beach Airport for future international flights. By @EricBradleyPT http://t.co/J6Hb4JDvER cc: @BrianSumers,,2/23/15 23:21,5.70121E+17,Southern California,Pacific Time (US & Canada)
681457333,FALSE,finalized,3,2/25/15 9:35,negative,1,Can't Tell,0.6697,Delta,,djcheros,,0,@JetBlue the worst flying experience I've ever suffered through. I'd appreciate my money back.,,2/23/15 22:07,5.70103E+17,"Portland, Maine",Eastern Time (US & Canada)
681457335,FALSE,finalized,3,2/25/15 4:07,positive,0.6809,,0,Delta,,marcmansfield,,0,"@JetBlue after my second call to customer service and the fifth person I talked to, an amazing rep fixed it in about 5 mins! :) #persistence",,2/23/15 21:37,5.70095E+17,,
681457336,FALSE,finalized,3,2/25/15 8:27,neutral,1,,,Delta,,BigDdaBasedLord,,0,RT @JetBlue: Our fleet's on fleek. http://t.co/WEZUMDimYF,,2/23/15 21:32,5.70094E+17,ClayCo ATL,Central Time (US & Canada)
681457338,FALSE,finalized,3,2/25/15 0:43,positive,1,,,Delta,,don_bangs,,0,@JetBlue thanks so much!,,2/23/15 21:11,5.70089E+17,,
681457340,FALSE,finalized,3,2/25/15 1:39,negative,1,Can't Tell,1,Delta,,marcmansfield,,0,@JetBlue my wife sent me a family invite but I never accepted it. She should not be locked into a family account that never got created.,,2/23/15 21:06,5.70087E+17,,
681457341,FALSE,finalized,3,2/25/15 8:50,neutral,1,,,Delta,,don_bangs,,0,@JetBlue Hey guys do you have a tail number assigned yet to flight 1373 for tomorrow?,,2/23/15 20:56,5.70085E+17,,
681457343,FALSE,finalized,3,2/25/15 2:51,negative,0.6988,Customer Service Issue,0.6988,Delta,,marcmansfield,,0,@JetBlue I spent an hour on the phone with customer service only to find out that they can't help. Need help with family pooling asap.,,2/23/15 20:55,5.70085E+17,,
681457345,FALSE,finalized,3,2/25/15 3:35,neutral,1,,,Delta,,KnockoutOC,,0,At the airport ready to get this @JetBlue red eye going.... Soooooo sleepy.  #NoPlaceLikeHome #eventhoughits2degreesathome,"[33.8191302, -118.1455457]",2/23/15 20:53,5.70084E+17,New York City,Atlantic Time (Canada)
681457346,FALSE,finalized,3,2/25/15 0:57,negative,0.6721,Can't Tell,0.3361,Delta,,marcmansfield,,0,@JetBlue customer service says since my wife setup a family account that she now can't join mine for a year???  Help me fix please.,,2/23/15 20:50,5.70083E+17,,
681457348,FALSE,finalized,3,2/25/15 3:54,negative,0.6858,Flight Attendant Complaints,0.3703,Delta,,williamzitser,,0,@JetBlue full to capacity. I also pid extra for these seats. Perhaps the crew could be more helpful.,,2/23/15 20:36,5.7008E+17,NYC,Central Time (US & Canada)
681457350,FALSE,finalized,3,2/25/15 3:14,negative,1,Flight Attendant Complaints,0.6718,Delta,,williamzitser,,0,@JetBlue we have. Twice. They said they can't dim those lights. But they did on our first flight.,,2/23/15 20:26,5.70077E+17,NYC,Central Time (US & Canada)
681457352,FALSE,finalized,3,2/25/15 7:44,neutral,0.6608,,,Delta,,mOnKofficial,,0,‰ЫП@JetBlue: @maatkare67 We hope you're still our bae! @TatianaKing @thewayoftheid‰Ыќhaa man,,2/23/15 20:24,5.70077E+17,Philadelphia/Cali,Eastern Time (US & Canada)
681457354,FALSE,finalized,3,2/25/15 2:12,neutral,1,,,Delta,,sunflwer1975,,0,@JetBlue its domestic I just wanted more of an idea so I don't get surprised.,,2/23/15 20:23,5.70077E+17,"Boston, MA",Arizona
681457356,FALSE,finalized,3,2/25/15 3:13,positive,1,,,Delta,,MarkGuerra3,,0,@JetBlue That makes two of us! Lol #Blushing,,2/23/15 20:20,5.70076E+17,805 CA,
681457357,FALSE,finalized,3,2/25/15 3:26,neutral,1,,,Delta,,sunflwer1975,,0,@JetBlue would a storage container like this green one be acceptable to check in with luggage? 18Gal totes http://t.co/mJtK2SFuhG,"[42.36005288, -71.06315559]",2/23/15 20:12,5.70074E+17,"Boston, MA",Arizona
681457359,FALSE,finalized,3,2/25/15 10:21,positive,0.6618,,,Delta,,MarkGuerra3,,0,@JetBlue Happy Anniversary!! It's hard to believe you're 15!! You're so young!,,2/23/15 20:12,5.70074E+17,805 CA,
681457361,FALSE,finalized,3,2/25/15 9:36,negative,0.6757,Can't Tell,0.3515,Delta,,empiricalco,,0,@JetBlue JFK NYC staff is amazing. The #lax JetBlue... Sending an email with details but it was a disappointing experience @JetBlueCheeps,,2/23/15 20:11,5.70074E+17,22nd Century,Pacific Time (US & Canada)
681457362,FALSE,finalized,3,2/25/15 4:53,positive,1,,,Delta,,emooreme,,0,@JetBlue #1680 Super smooth flight and landing. Nicely done.,,2/23/15 20:00,5.70071E+17,DC SF,Eastern Time (US & Canada)
681457364,FALSE,finalized,3,2/25/15 10:08,neutral,0.6372,,0,Delta,,djcheros,,0,@JetBlue try harder. Take a winners attitude to your work.,,2/23/15 19:49,5.70068E+17,"Portland, Maine",Eastern Time (US & Canada)
681457365,FALSE,finalized,3,2/25/15 8:51,negative,0.657,Can't Tell,0.657,Delta,,djcheros,,0,@JetBlue you can do better than this. And you can do better for me and all the passengers. #flight108 jfk to pwm.,,2/23/15 19:45,5.70067E+17,"Portland, Maine",Eastern Time (US & Canada)
681457367,FALSE,finalized,3,2/25/15 6:14,negative,1,Late Flight,1,Delta,,djcheros,,0,@JetBlue we would have been up in the air by now. Now our new plane we've been redirected to has mechanical errors aka more delays 2/3,,2/23/15 19:43,5.70067E+17,"Portland, Maine",Eastern Time (US & Canada)
681457368,FALSE,finalized,3,2/25/15 1:59,negative,1,Late Flight,1,Delta,,djcheros,,0,@JetBlue you delay all my flights. Then you redirect my gate. Then you tell me had we stuck with the original gate we would have 1/3,,2/23/15 19:42,5.70066E+17,"Portland, Maine",Eastern Time (US & Canada)
681457370,FALSE,finalized,3,2/25/15 8:20,neutral,1,,,Delta,,thereal_edwin,,0,‰ЫП@JetBlue: Our fleet's on fleek. http://t.co/Vxn2J36M7V‰Ыќ this happened,,2/23/15 19:42,5.70066E+17,,
681457372,FALSE,finalized,3,2/25/15 2:45,negative,1,Damaged Luggage,0.3587,Delta,,DarthVada_R2D2,,0,@JetBlue - Definitely no note from whoever stole from me.,,2/23/15 19:42,5.70066E+17,,Atlantic Time (Canada)
681457373,FALSE,finalized,3,2/25/15 9:21,negative,1,Customer Service Issue,0.6662,Delta,,DarthVada_R2D2,,0,@JetBlue but the 4 hour policy- when I called and they said I didn't report it soon enough. What would have changed if I had noticed sooner?,,2/23/15 19:38,5.70065E+17,,Atlantic Time (Canada)
681457374,FALSE,finalized,3,2/25/15 6:19,negative,0.6196,Can't Tell,0.3152,Delta,,DarthVada_R2D2,,0,@JetBlue - Hopefully that will help someone in the future. Would there have been a different procedure if I had discovered the theft sooner?,,2/23/15 19:31,5.70063E+17,,Atlantic Time (Canada)
681457376,FALSE,finalized,3,2/25/15 8:56,negative,1,Lost Luggage,0.6666,Delta,,DarthVada_R2D2,,0,@JetBlue - I did that as soon as I realized. Will they try to figure out who is stealing from people's bags? Security cameras? Anything?,,2/23/15 19:23,5.70061E+17,,Atlantic Time (Canada)
681457378,FALSE,finalized,3,2/25/15 2:54,negative,1,Lost Luggage,1,Delta,,DarthVada_R2D2,,0,"@JetBlue - I did, but since I was stranded in SYR without a ride I missed the window of opportunity to have rights in this matter. (4 hours)",,2/23/15 19:18,5.7006E+17,,Atlantic Time (Canada)
681457379,FALSE,finalized,3,2/25/15 9:07,negative,1,Can't Tell,0.66,Delta,,williampseymour,,1,@JetBlue absolutely no worries. I'm just never flying with you again. Ever. Even I have to hitch hike cross country #passengersarepeople,,2/23/15 19:15,5.70059E+17,,
681457381,FALSE,finalized,3,2/25/15 2:36,negative,0.6521,Lost Luggage,0.6521,Delta,,djcheros,,0,@JetBlue DONT LOSE MY LUGGAGE!!!,,2/23/15 19:15,5.70059E+17,"Portland, Maine",Eastern Time (US & Canada)
681457382,FALSE,finalized,3,2/25/15 10:24,negative,0.699,Flight Booking Problems,0.3611,Delta,,djcheros,,0,@jetblue you just directed me to your mobile website. Where is the direct link? GET IT TOGETHER!,,2/23/15 19:14,5.70059E+17,"Portland, Maine",Eastern Time (US & Canada)
681457383,FALSE,finalized,3,2/25/15 3:52,negative,1,Can't Tell,1,Delta,,djcheros,,0,@JetBlue if I had made as many mistakes as you in as short a period of time. I would I have lost my job at this point!!!,,2/23/15 19:12,5.70059E+17,"Portland, Maine",Eastern Time (US & Canada)
681457385,FALSE,finalized,3,2/25/15 6:28,negative,1,Customer Service Issue,1,Delta,,williampseymour,,0,@JetBlue I understand why ur doing it. But for someone who just traveled 2+ hours to get here early. Relax b4 flight etc. Adv notice maybe??,,2/23/15 19:10,5.70058E+17,,
681457386,FALSE,finalized,3,2/25/15 1:49,negative,1,Late Flight,1,Delta,,djcheros,,0,@JetBlue not one of my four flights this trip has been on time. What the he'll is your companies problem?,,2/23/15 19:04,5.70057E+17,"Portland, Maine",Eastern Time (US & Canada)
681457387,FALSE,finalized,3,2/25/15 2:29,neutral,1,,,Delta,,JoeDavis913,,0,Stop this madness RT @JetBlue: Our fleet's on fleek. http://t.co/7x9uSbj2FV,,2/23/15 18:44,5.70052E+17,,
681457389,FALSE,finalized,3,2/25/15 1:01,neutral,0.6857,,,Delta,,kbosspotter,,0,@JetBlue I can't find a good photo of it... You got one? #goodnight,,2/23/15 18:40,5.70051E+17,Logan International Airport,Atlantic Time (Canada)
681457390,FALSE,finalized,3,2/25/15 9:39,positive,1,,,Delta,,jennielin,,0,"@JetBlue FYI, I'm onboard #616 comfortably travelling to JFK, seat was no problem as you said. Thanks for making flying more civilized!",,2/23/15 18:36,5.7005E+17,"San Francisco, CA",Pacific Time (US & Canada)
681457391,FALSE,finalized,3,2/25/15 9:18,positive,1,,,Delta,,kbosspotter,,0,"@JetBlue I like "" Follow @JetBlue """,,2/23/15 18:34,5.70049E+17,Logan International Airport,Atlantic Time (Canada)
681457392,FALSE,finalized,3,2/25/15 2:51,neutral,0.6514,,,Delta,,kbosspotter,,0,@JetBlue or she ;),,2/23/15 18:33,5.70049E+17,Logan International Airport,Atlantic Time (Canada)
681457393,FALSE,finalized,3,2/25/15 0:58,negative,1,Late Flight,1,Delta,,MariaZarkadas,,0,@JetBlue @DatingRev mco to lag two hour delay and sitting in Tarmac going on 40 minutes with infants crying on plane!! Get us off this plane,,2/23/15 18:33,5.70049E+17,New York,
681457394,FALSE,finalized,3,2/25/15 1:33,negative,1,Bad Flight,0.6304,Delta,,DatingRev,,0,"@JetBlue what maintenance?  The flight landed from Jamaica, has to go through security then get to term 3 then cleaned then board",,2/23/15 18:33,5.70049E+17,"Los Angeles, CA",Eastern Time (US & Canada)
681457396,FALSE,finalized,3,2/25/15 4:58,negative,1,Customer Service Issue,0.6809,Delta,,kbosspotter,,0,@JetBlue that's not a answer!,,2/23/15 18:29,5.70048E+17,Logan International Airport,Atlantic Time (Canada)
681457397,FALSE,finalized,3,2/25/15 4:48,neutral,1,,,Delta,,kbosspotter,,0,@JetBlue if i ask ask the pilot will he tell me the name of our aiecraft,,2/23/15 18:28,5.70048E+17,Logan International Airport,Atlantic Time (Canada)
681457398,FALSE,finalized,3,2/25/15 0:55,neutral,0.6705,,,Delta,,kbosspotter,,0,@JetBlue AIRPORT CODE TEST GO. SLC.  BOS MCO,,2/23/15 18:26,5.70047E+17,Logan International Airport,Atlantic Time (Canada)
681457399,FALSE,finalized,3,2/25/15 4:44,neutral,1,,,Delta,,ms_janedough,,0,‰ЫП@JetBlue: Our fleet's on fleek. http://t.co/BBM6PAbORt‰Ыќ &lt;&lt;Now THAT is fuckin funny. _Щчв,,2/23/15 18:18,5.70045E+17,Somewhere being productive,Eastern Time (US & Canada)
681457400,FALSE,finalized,3,2/25/15 3:49,neutral,1,,,Delta,,DeputyBrans,,0,@JetBlue Do you have any flights with lie flat seating from STL to PDX on or around the date of March 5?,,2/23/15 18:17,5.70045E+17,,
681457401,FALSE,finalized,3,2/25/15 8:55,neutral,1,,,Delta,,LongBeachPost,,1,@JetBlue formally requests @LBAirport and @LongBeachCity to establish customs facilities for international flights http://t.co/jByVMsOd29,,2/23/15 18:12,5.70043E+17,"Long Beach, California",Pacific Time (US & Canada)
681457402,FALSE,finalized,3,2/25/15 7:38,negative,0.3523,Can't Tell,0.3523,Delta,,borywrites,,0,See what you started now @nytimes RT @JetBlue: Our fleet's on fleek. http://t.co/atd2Sm8HF4,,2/23/15 18:08,5.70043E+17,The Bronx || Inwood,Eastern Time (US & Canada)
681457403,FALSE,finalized,3,2/25/15 4:48,negative,0.3548,Flight Booking Problems,0.3548,Delta,,sharkb8t,,0,".@JetBlue Navigating through 2 rebooks due to flu &amp; ice to visit my Mother.  Your CS reps have been so very helpful, patient and friendly.",,2/23/15 18:07,5.70042E+17,"Washington, DC 20003",Eastern Time (US & Canada)
681457404,FALSE,finalized,3,2/25/15 6:41,neutral,1,,,Delta,,CougSID,,0,@JetBlue Are all of your flights out of Charleston tomorrow on-time or is there a possibility for delays/Cancelled Flightlations?,,2/23/15 18:01,5.70041E+17,"Olympia, WA  ‰Пц Charleston, SC",Eastern Time (US & Canada)
681457405,FALSE,finalized,3,2/25/15 6:51,negative,0.6617,Late Flight,0.6617,Delta,,DatingRev,,0,@JetBlue well our plane just landed at the international terminal... so they announced the 10 pm new time.,,2/23/15 17:56,5.7004E+17,"Los Angeles, CA",Eastern Time (US & Canada)
681457406,FALSE,finalized,3,2/25/15 4:15,negative,1,Late Flight,0.348,Delta,,carolinerkenny,,0,@JetBlue there were seats but after waiting on hold for 20 minutes they were gone-now she has to stay another night in charleston-very pricy,,2/23/15 17:54,5.70039E+17,NYC/RVC/CHS/WASH DC,Central Time (US & Canada)
681457407,FALSE,finalized,3,2/25/15 7:37,negative,1,Cancelled Flight,1,Delta,,carolinerkenny,,0,"@JetBlue not ok to Cancelled Flight flight 1274 tmrw for ""weather"" &amp; to rebook 4 flight the next day when there is flight tmrw night. no compensation?",,2/23/15 17:50,5.70038E+17,NYC/RVC/CHS/WASH DC,Central Time (US & Canada)
681457408,FALSE,finalized,3,2/25/15 6:42,negative,1,Late Flight,1,Delta,,DatingRev,,0,@JetBlue I guess you weren't able to do anything to improve the time.. and now it looks even Late Flightr.. going to be a #zombie tomorrow,,2/23/15 17:40,5.70036E+17,"Los Angeles, CA",Eastern Time (US & Canada)
681457410,FALSE,finalized,3,2/25/15 3:57,neutral,1,,,Delta,,therichardkirby,,0,Welp. ‰ЫП@JetBlue: Our fleet's on fleek. http://t.co/kwUEk1uKbC‰Ыќ,,2/23/15 17:29,5.70033E+17,Everywhere,Quito
681457411,FALSE,finalized,3,2/25/15 9:55,neutral,1,,,Delta,,fromtheleftseat,,0,@JetBlue plan to repair its brand http://t.co/ui9M8YpzH2 via @WSJ,,2/23/15 17:20,5.7003E+17,Phoenix AZ,Arizona
681457412,FALSE,finalized,3,2/25/15 8:12,neutral,0.6423,,,Delta,,RogerSaintange,,0,@JetBlue ok is I hope thy the Bahamas next,,2/23/15 17:07,5.70027E+17,,Pacific Time (US & Canada)
681457413,FALSE,finalized,3,2/25/15 2:19,neutral,0.6714,,,Delta,,twice_sifted,,0,‰ЫП@JetBlue: Our fleet's on fleek. http://t.co/7XMaV13G2W‰Ыќ http://t.co/Ela7TNtcIR,,2/23/15 16:59,5.70025E+17,Northeast by SoCal by Carolina,Eastern Time (US & Canada)
681457414,FALSE,finalized,3,2/25/15 9:04,positive,0.657,,0,Delta,,junglejimboston,,0,"@JetBlue Not trying to make you look bad, on your website it says: ""Due to weather in the Charleston, NC"" Its actually in SC, not NC",,2/23/15 16:52,5.70024E+17,"Somerville, MA",
681457415,FALSE,finalized,3,2/25/15 1:47,neutral,1,,,Delta,,RobertPiacente,,0,"@JetBlue can your people working this contact me, I have a project in the works.","[40.76262466, -73.73946148]",2/23/15 16:45,5.70022E+17,"Long Island, NY",Eastern Time (US & Canada)
681457416,FALSE,finalized,3,2/25/15 4:50,neutral,1,,,Delta,,babasnooker,,0,"@JetBlue When chging flight, isit possible to pay the fare difference in dollars when the ticket was bought completely via point redemption?",,2/23/15 16:43,5.70021E+17,,
681457417,FALSE,finalized,3,2/25/15 9:14,negative,0.6803,Late Flight,0.6803,Delta,,RobertPiacente,,0,"@JetBlue we're home, you guys recovered, now we can laugh about it and the extra day in barbados. Will you open Cuba soon?","[40.76262285, -73.7394313]",2/23/15 16:39,5.7002E+17,"Long Island, NY",Eastern Time (US & Canada)
681457418,FALSE,finalized,3,2/25/15 5:30,negative,1,Can't Tell,0.6932,Delta,,4TONEMENT,,0,"@JetBlue Am I the only one who had to look that up? I must be getting old...
 #damn",,2/23/15 16:31,5.70018E+17,,Eastern Time (US & Canada)
681457419,FALSE,finalized,3,2/25/15 5:52,neutral,0.6946,,0,Delta,,MCoveteur,,0,Oh yeah? RT @JetBlue: Our fleet's on fleek. http://t.co/FTv2NWWQF1‰Ыќ,,2/23/15 16:26,5.70017E+17,"Valsayn, Trinidad",Quito
681457420,FALSE,finalized,3,2/25/15 9:44,neutral,1,,,Delta,,RogerSaintange,,0,@JetBlue when are you guys flying it froward in the Bahamas.,,2/23/15 16:26,5.70017E+17,,Pacific Time (US & Canada)
681457421,FALSE,finalized,3,2/25/15 5:25,neutral,0.7087,,,Delta,,2emmyz,,0,‰ЫП@JetBlue: Our fleet's on fleek. http://t.co/M2wSg2olgo‰Ыќ -_-,,2/23/15 16:24,5.70016E+17,,Eastern Time (US & Canada)
681457422,FALSE,finalized,3,2/25/15 7:40,positive,1,,,Delta,,bostongarden,,0,"@JetBlue Btw, thanks for responding quickly!!",,2/23/15 16:10,5.70013E+17,"Boston, Austin, Kansas City ",Eastern Time (US & Canada)
681457423,FALSE,finalized,3,2/25/15 9:38,neutral,1,,,Delta,,bostongarden,,0,"@JetBlue No, it's weird!! I picked other cities just to test, those worked...not the one I want. Works on phone though, so I'll use that.",,2/23/15 16:10,5.70013E+17,"Boston, Austin, Kansas City ",Eastern Time (US & Canada)
681457424,FALSE,finalized,3,2/25/15 7:50,negative,1,Cancelled Flight,1,Delta,,PaleoMezzo,,0,@JetBlue flight for tomorrow morning Cancelled Flighted &amp; can't seem to rebook me. They can't even get me a seat. No clear answer on why Cancelled Flighted.,,2/23/15 16:07,5.70012E+17,"Isle of Palms, SC",Eastern Time (US & Canada)
681457425,FALSE,finalized,3,2/25/15 9:29,neutral,0.6356,,,Delta,,jenniferbunni,,0,"Listen, im not gonna deny this but... RT @JetBlue: Our fleet's on fleek. http://t.co/eNXV64RkbU",,2/23/15 16:06,5.70012E+17,nyc,Eastern Time (US & Canada)
681457426,FALSE,finalized,3,2/25/15 1:53,neutral,1,,,Delta,,mmhmmgirl,,0,_ЩФд_Щ_»RT @JetBlue: Our fleet's on fleek. http://t.co/dSDEbodmEL,,2/23/15 16:03,5.70011E+17,650/415/510,
681457427,FALSE,finalized,3,2/25/15 8:17,positive,1,,,Delta,,sicula,,0,@JetBlue you found my camera!  Thank you!  You rock!,"[41.21681145, -73.12508256]",2/23/15 16:02,5.70011E+17,"Stratford, CT",Eastern Time (US & Canada)
